,text,sentiment
12999,finally pimps prostitutes gonna cover huckabee gopdebates,0
13000,goldietaylor huckabee gopdebates http co zy bdukx,0
13002,rwsurfergirl fox cherry picking candidates jeb gets softball questions gopdebates gopdebates,0
13004,goldietaylor huckabee gopdebates http co zy bdukx,0
13005,natemjensen politicians former government employees really hate politicians government gopdebates,0
13006,rwsurfergirl govchristie hugged obama deserve stage tonight gopdebates gopdebates,0
13007,mozgovaya men stage discussing one woman hillaryclinton gopdebates,0
13008,goldietaylor huckabee gopdebates http co zy bdukx,0
13009,conclusion yes hate america trump gopdebates,0
13011,rwsurfergirl govchristie hugged obama deserve stage tonight gopdebates gopdebates,0
13012,take care people worked hard played rules wrong christie paying nj pension gopdebates,0
13014,blowjob plus tax gopdebates,0
13015,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,0
13016,rwsurfergirl fox cherry picking candidates jeb gets softball questions gopdebates gopdebates,0
13017,huckabee tax plan gonna make hard pimps hos drug dealers gopdebates,0
13018,goldietaylor huckabee gopdebates http co zy bdukx,0
13019,trump told company bankruptcies gopdebates http co mxk e f os,0
13020,pimps prostitues chug wine think gonna make gopdebates,0
13021,supermanhotmale dear gov walker nothing brag fucked state wisconsin suck koch bitchasspoli,0
13022,wait say pimps prostitutes gopdebates,0
13024,donald trump toupee got feenin cotton candy mmmm yum gopdebates,0
13025,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13026,rwsurfergirl fox cherry picking candidates jeb gets softball questions gopdebates gopdebates,0
13028,nycdeb tr need good bad egg chute weed politicians boos cutting gopdebates http co fon,0
13029,mozgovaya men stage discussing one woman hillaryclinton gopdebates,0
13031,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13032,fault system screwed gopdebates,0
13033,fox totally burning trump surges ass kicking give gopdebates,0
13034,goldietaylor huckabee gopdebates http co zy bdukx,0
13036,rwsurfergirl govchristie hugged obama deserve stage tonight gopdebates gopdebates,0
13038,gov huckabee end retirement congress say force care gopdebates,0
13039,mike huckabee wants end congress retirement plan save american people tax pimps drug dealers gopdebates,0
13040,jsc gopdebates like see bunch losers work construction years old delusional,0
13041,lrihendry tedcruz headed presidential debates go ted gopdebates http co pz,1
13042,popehat gopdebates paul want collect records terrorists fewer americans,0
13044,goldietaylor huckabee gopdebates http co zy bdukx,0
13045,almost bitches amp hoes gopdebates,0
13046,pimpsnhoes huckabee gopdebate gopdebates,0
13047,damn freeloading pimps gopdebates,0
13048,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13049,goldietaylor huckabee gopdebates http co zy bdukx,0
13050,younggopgums huck say wants protect ss benefits pimps prostitutes gopdebates,0
13051,illegals prostitutes dehumanizing racism misogyny keep going gopdebates,0
13052,goldietaylor huckabee gopdebates http co zy bdukx,0
13054,goldietaylor huckabee gopdebates http co zy bdukx,0
13055,illegals prostitutes pimps gopdebates,0
13058,emeps everything prostitutes pimps fault right huckabee gopdebates,0
13060,rwsurfergirl really really really pissed fox news realdonaldtrump gopdebate gopdebates,0
13061,hey mike huckabee leave prostitutes alone one also gopdebates,0
13062,stop saying obamacare affordable healthcare act yo damn gopdebates,0
13063,jsc jebby talking changing tax code fix job killers jebspeak give corporations tax breaks gopdebates,0
13064,go huck gopdebates tcot,1
13065,illegals level pimps gopdebates,0
13066,glad social security debated gopdebates future gapol,1
13067,hear one crack dealing pimp bragging collecting social security really gonna lose gopdebates,0
13068,lol first weird comment night gopdebates,0
13071,mdreifuss whaa prostitues pay taxes gopdebates,0
13074,bettyfckinwhite answer direct question president gopdebates,0
13075,rwsurfergirl fox cherry picking candidates jeb gets softball questions gopdebates gopdebates,0
13076,let hear prostitutes pimps tho gopdebates,0
13077,huck say wants protect ss benefits pimps prostitutes gopdebates,0
13078,everything prostitutes pimps fault right huckabee gopdebates,0
13081,yep pimps drug dealers problem country gopdebates,0
13082,huckabee devil gopdebates,0
13083,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13084,jsc jebby talking changing tax code fix job killers jebspeak give corporations tax breaks gopdebates,0
13085,huckabee gopdebates http co zy bdukx,0
13087,nd pack gopdebates gotta drink listening bs http co qhggpoai,0
13088,thereisnoobamacare called affordablecareact gopdebates,0
13089,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13090,rwsurfergirl govchristie hugged obama deserve stage tonight gopdebates gopdebates,0
13091,annemarieweers poetinpoeville know aprx laws governing women bodies one governing men true,0
13092,guys nailing unfortunately megynkelly put center tomorrow headlines pathetic gopdebates,0
13094,huckabee pimps prostitutes got gopdebates,0
13095,gopdebates fair tax argument little soft huckabee,0
13096,supermanhotmale dear dr ben carson sir need labotomy gopdebates,0
13097,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13099,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13101,chrischristie hates cops pensions fop thinblueline gopdebate gopdebates,0
13102,rwsurfergirl govchristie got ass served randpaul gopdebates gopdebates,0
13103,pimps gopdebates,0
13105,christie pointed problems revealed solution gopdebates,0
13106,averykayla fundamental problem foxnews gop party gopdebates debatewithbernie,0
13107,rwsurfergirl fox news admit republican leader right mean realdonaldtrump double digit lead gopd,0
13109,ericstonestreet trump cam hands gopdebates,0
13110,racquetball hate call social security entitlement government fund social security employer,0
13111,usually politics good entertainment gopdebates,1
13112,chrischristie vs mikehuckabeegop social security nice exchange sides gopdebates lzdebates,1
13113,fergie spuds ben carson tithing tax system like gopdebates http co oxohrzbbwz,0
13114,lying stealing american public already occurred christie gopdebates,0
13115,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13116,rwsurfergirl govchristie hugged obama deserve stage tonight gopdebates gopdebates,0
13117,favorite part gopdebates candidates pretend people,0
13118,rwsurfergirl wondering fox debate get rid trump paul cruz carson gopdebates gopdebate,0
13122,rwsurfergirl govchristie hugged obama deserve stage tonight gopdebates gopdebates,0
13124,fundamental problem foxnews gop party gopdebates debatewithbernie,0
13127,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13128,rwsurfergirl breaking brian williams handed chris christie donut calm gopdebate gopdebates,0
13129,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13130,need good bad egg chute weed politicians boos cutting gopdebates http co fon qiyjev,0
13131,rwsurfergirl govchristie hugged obama deserve stage tonight gopdebates gopdebates,0
13132,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13133,supermanhotmale one crash economy way want thanks gopdebates jeb,0
13134,politics boring make rich white straight men gopdebates,0
13135,gopdebates christy buried huckabee hard,0
13138,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13139,rwsurfergirl govchristie hugged obama deserve stage tonight gopdebates gopdebates,0
13141,government secured bonds ious one better tell china gopdebates,0
13142,rwsurfergirl govchristie hugged obama deserve stage tonight gopdebates gopdebates,0
13143,mercedesschlapp terms substance jebbush dominates gopdebates,1
13144,foxnews address plannedparenthood butcher babies profit gopdebate gopdebates,0
13145,lrihendry tedcruz headed presidential debates go ted gopdebates http co pz,1
13146,kellyannbraun ohhhhhhhh f ck bush lies soooo bad sorry cussing gopdebates beating unions f ccckkk noo kn,0
13147,rwsurfergirl govchristie hugged obama deserve stage tonight gopdebates gopdebates,0
13148,cheeriogrrrl obviously rogerailes want scottwalker president everyone okay foxnews selecting gop nominee,0
13149,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13150,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13151,rwsurfergirl govchristie hugged obama deserve stage tonight gopdebates gopdebates,0
13152,rwsurfergirl govchristie hugged obama deserve stage tonight gopdebates gopdebates,0
13153,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13154,politicians former government employees really hate politicians government gopdebates,0
13155,rwsurfergirl fox cherry picking candidates jeb gets softball questions gopdebates gopdebates,0
13156,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13158,rwsurfergirl really really really pissed fox news realdonaldtrump gopdebate gopdebates,0
13159,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13160,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13161,rwsurfergirl govchristie hugged obama deserve stage tonight gopdebates gopdebates,0
13163,gopdebates saved retirement paid social security get back much retirement stupid,0
13164,rwsurfergirl govchristie hugged obama deserve stage tonight gopdebates gopdebates,0
13165,huckabee travesty gopdebates,0
13166,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13167,gopdebates like see bunch losers work construction years old delusional,0
13168,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13169,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13170,rwsurfergirl fox news admit republican leader right mean realdonaldtrump double digit lead gopd,0
13172,hate call social security entitlement government fund social security employer gopdebates,0
13174,buy used car characters gopdebates,0
13175,ericstonestreet trump cam hands gopdebates,0
13177,joy hart slash ss medicare said chris christie never president gopdebates foxdebate,0
13179,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13180,washington jonford gopdebates demselfie saw needed see randpaul right isis amp http co tkwyr oy,1
13181,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,1
13182,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,1
13183,huckabee look face like rather discussing giving constitutional rights fetuses gopdebates,0
13185,rwsurfergirl fox news admit republican leader right mean realdonaldtrump double digit lead gopd,1
13186,govchristie hugged obama deserve stage tonight gopdebates gopdebates,0
13187,mercedesschlapp terms substance jebbush dominates gopdebates,1
13188,loribuckmajor cute chris christie bob big boy haircut gopdebates,0
13189,perry went oops get question watching tv hotel gopdebates,0
13190,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,0
13191,mike huckabee received nomination many times gop gopdebate gopdebate gopdebates presidentialdebate,1
13192,rwsurfergirl fox cherry picking candidates jeb gets softball questions gopdebates gopdebates,0
13193,rwsurfergirl fox cherry picking candidates jeb gets softball questions gopdebates gopdebates,0
13194,ericstonestreet trump cam hands gopdebates,0
13195,loribuckmajor cute chris christie bob big boy haircut gopdebates,0
13196,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13197,scott walker delusion af yo gopdebates,0
13198,mozgovaya men stage discussing one woman hillaryclinton gopdebates,0
13199,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13200,mercedesschlapp terms substance jebbush dominates gopdebates,1
13201,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13204,slash ss medicare said chris christie never president gopdebates foxdebate,0
13205,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13206,kasich needs time gopdebates honestly https co mygdurm kw,0
13207,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,1
13208,infamouspcg think ben carson love gopdebates http co yqzzzednn,0
13209,gopdebates entertaining,1
13210,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13211,guy stage said candidates male guy stage gopdebates,0
13212,gopdebates politically correct way say america failing current leadership deadbeat nation change,0
13213,monaeltahawy tell one good thing gopdebates candidates tripping outdo sexism,0
13214,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13215,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,1
13216,rwsurfergirl fox news admit republican leader right mean realdonaldtrump double digit lead gopd,0
13217,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13218,jsc jebby talking changing tax code fix job killers jebspeak give corporations tax breaks gopdebates,0
13219,supermanhotmale dear gov walker nothing brag fucked state wisconsin suck koch bitchasspoli,0
13220,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13221,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13222,gopdebates going say thank god chr wal ace,1
13223,gopdebates really oral version cah,0
13224,bettyfckinwhite answer direct question president gopdebates,0
13226,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13227,loribuckmajor cute chris christie bob big boy haircut gopdebates,1
13228,bettyfckinwhite answer direct question president gopdebates,0
13229,terms substance jebbush dominates gopdebates,1
13230,rwsurfergirl fox news admit republican leader right mean realdonaldtrump double digit lead gopd,1
13231,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13233,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13234,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13237,mozgovaya men stage discussing one woman hillaryclinton gopdebates,0
13238,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13239,obviously rogerailes want scottwalker president everyone okay foxnews selecting gop nominee gopdebates,0
13240,supermanhotmale dear gov walker nothing brag fucked state wisconsin suck koch bitchasspoli,0
13241,mozgovaya men stage discussing one woman hillaryclinton gopdebates,1
13242,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13243,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13245,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13246,rwsurfergirl fox news admit republican leader right mean realdonaldtrump double digit lead gopd,1
13247,rwsurfergirl fox news admit republican leader right mean realdonaldtrump double digit lead gopd,0
13248,averykayla promising free pizza every friday homework ever gopdebates,0
13249,mozgovaya men stage discussing one woman hillaryclinton gopdebates,0
13250,privatize everything fuck chris christie gopdebates,0
13251,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13252,could never run president father geophysicist resonate voters gopdebates,0
13253,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,1
13254,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13255,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13256,mozgovaya men stage discussing one woman hillaryclinton gopdebates,0
13257,itsrodt silencing ben carson one glimpse tokenism work racial hierarchy operates gopdeb,0
13258,politicians would stop raiding ss medicare funds amp actual put back took gopdebates,0
13260,guy stage christie theme bad theme gopdebates,1
13261,expect anything people thats fault gopdebates,0
13262,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13264,moving gopdebates rectify daniel holden,0
13265,ericstonestreet trump cam hands gopdebates,0
13266,oh yes please pontificate social security reform baby boomers gopdebates,0
13267,rwsurfergirl fox cherry picking candidates jeb gets softball questions gopdebates gopdebates,0
13268,thank b wan kasich gopdebates https co xcpcpx n u,1
13270,rwsurfergirl fox news admit republican leader right mean realdonaldtrump double digit lead gopd,0
13271,rwsurfergirl fox news admit republican leader right mean realdonaldtrump double digit lead gopd,0
13272,bettyfckinwhite answer direct question president gopdebates,0
13273,christie practiced lots numbers gopdebates,1
13274,high lofty expectations jeb jeb jeb trump gopdebates,1
13275,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13277,jesslstoner kasich dad mailman hates unions protected letter carriers decades gopdebates,0
13278,dear donald trump thank gopdebates,1
13279,mozgovaya men stage discussing one woman hillaryclinton gopdebates,0
13280,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13281,monaeltahawy whererwomen cairo often rail vs misogyny politics men men men gopdebates http c,0
13282,cute chris christie bob big boy haircut gopdebates,1
13283,dear gov walker nothing brag fucked state wisconsin suck koch bitchasspolitician gopdebates,0
13284,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13286,rwsurfergirl fox news admit republican leader right mean realdonaldtrump double digit lead gopd,0
13287,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13288,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13289,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13290,mozgovaya men stage discussing one woman hillaryclinton gopdebates,0
13291,future results tonight gopdebate gopdebates gopunfit leadorgovern gopfail goptroglodytes http co vuxsnehkw,0
13292,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13293,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13294,jesslstoner kasich dad mailman hates unions protected letter carriers decades gopdebates,0
13295,mozgovaya men stage discussing one woman hillaryclinton gopdebates,0
13296,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13297,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13298,anisaliban gopdebates proved women us likely assaulted men verbally amp physically kind te,0
13299,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13300,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13301,repeal obamacare seems theme gopdebates,0
13302,hey jeb push keystone gonna popular fracking states gopdebates likeweneedmoreoil,0
13303,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13305,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13306,bettyfckinwhite answer direct question president gopdebates,0
13309,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,1
13310,correct wrong scott walker pretty much universally hated wisconsin elected right gopdebates,0
13312,gopdebates dumb dumb questions get,0
13313,jesslstoner kasich dad mailman hates unions protected letter carriers decades gopdebates,0
13314,mom texted black lives matter neither black republican lives gopdebates,0
13316,rwsurfergirl really really really pissed fox news realdonaldtrump gopdebate gopdebates,0
13317,rwsurfergirl fox news admit republican leader right mean realdonaldtrump double digit lead gopd,1
13318,rwsurfergirl fox news admit republican leader right mean realdonaldtrump double digit lead gopd,0
13321,men stage discussing one woman hillaryclinton gopdebates,0
13323,supermanhotmale hey jeb bush nothing replace obamacare give us break fu ng asshole gopdebates,0
13324,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13325,someone said jeb looks like vice president gopdebates,0
13326,monaeltahawy whererwomen cairo often rail vs misogyny politics men men men gopdebates http c,0
13327,rwsurfergirl fox news admit republican leader right mean realdonaldtrump double digit lead gopd,0
13328,rwsurfergirl rand paul william shatner old hairpiece star trek wrath khan gopdebate gopdebates,0
13330,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13332,gopdebates pulls double candidate box know shit get real dirty awesome,0
13333,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13334,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13335,supermanhotmale translation jeb bush fucked florida schools badly still recovered truth live,0
13336,gal enjoy watching gopdebates without tolerant people attacking nowhere rrright b c cool,0
13337,bush reminds father brother j vu like really bad whiplash past gopdebates presidentialdebate,0
13338,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13339,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13340,jebbush makes huge promises claims create million jobs x daddy w combined gopdebates please lie jeb,0
13341,oh dear scott walker fantasy world gopdebates,0
13342,rwsurfergirl fox news admit republican leader right mean realdonaldtrump double digit lead gopd,1
13343,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13344,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,1
13345,hbludman rather talk hillaryclinton debate issues somewhere hillary laughing gopdebates,0
13346,scott walker campaign promises simply aiming high gopdebates,0
13347,foxnews stand much best gop love chances gopdebates unitebiue,0
13348,rwsurfergirl jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13349,walker problem much washington cut koch bros stuffing bucks back pocket gopdebates,0
13350,ben carson tithing tax system like gopdebates http co oxohrzbbwz,0
13351,ericstonestreet trump cam hands gopdebates,0
13352,rwsurfergirl breaking brian williams handed chris christie donut calm gopdebate gopdebates,0
13353,tmservo ben carson trying destroy country would divide people lets talk anti lgbt pro war plan,0
13354,enzowestie remember kids jebbush smart brother gopdebates,0
13355,two hours action movie voiceovers gopdebates,0
13359,jeb bush reminds elevator music hear listen gopdebate gopdebates,0
13360,kwrcrow drbencarson said doubts hillaryclinton nominee hope right gopdebates,1
13363,ah feel going white shamed tomorrow pattonoswalt kevin nealon cyrusmmcqueen gopdebates,0
13365,rwsurfergirl fox news admit republican leader right mean realdonaldtrump double digit lead gopd,0
13367,real people live counties governor walker privatesectorarlington gopdebates,0
13368,hbludman rather talk hillaryclinton debate issues somewhere hillary laughing gopdebates,0
13369,donald trump calls rosie odonald gopdebates,1
13371,rwsurfergirl fox news admit republican leader right mean realdonaldtrump double digit lead gopd,0
13372,kwrcrow drbencarson said doubts hillaryclinton nominee hope right gopdebates,0
13373,kasich like live promises people vote barack obama gopdebates,0
13374,rwsurfergirl fox news admit republican leader right mean realdonaldtrump double digit lead gopd,0
13375,rwsurfergirl fox cherry picking candidates jeb gets softball questions gopdebates gopdebates,0
13376,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,1
13377,koch puppet speaking exactly told say well done david well done charles gopdebates,0
13378,rwsurfergirl fox cherry picking candidates jeb gets softball questions gopdebates gopdebates,0
13380,bettyfckinwhite answer direct question president gopdebates,0
13383,tonibirdsong time recognize supreme court supreme govmikehuckabee gopdebates,0
13384,scott walker also kinda creepy cartoon character creepy happen gop gopdebate gopdebate gopdebates,0
13386,make insurance go away different thing jebbush gopdebates,0
13387,bettyfckinwhite answer direct question president gopdebates,0
13388,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,1
13389,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,1
13390,bring back donaldtrump bored gopdebate gopdebates,1
13391,rwsurfergirl fox news admit republican leader right mean realdonaldtrump double digit lead gopd,1
13392,gopdebates questions really good,1
13394,jebby talking changing tax code fix job killers jebspeak give corporations tax breaks gopdebates,0
13395,show sucks going read book gopdebates,0
13397,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,1
13398,time recognize supreme court supreme govmikehuckabee gopdebates,1
13399,rwsurfergirl fox cherry picking candidates jeb gets softball questions gopdebates gopdebates,0
13400,kwrcrow drbencarson said doubts hillaryclinton nominee hope right gopdebates,1
13401,rwsurfergirl wondering fox debate get rid trump paul cruz carson gopdebates gopdebate,0
13402,rwsurfergirl fox news admit republican leader right mean realdonaldtrump double digit lead gopd,0
13403,present immigration system job driver jebya gopdebates,0
13404,answer direct question president gopdebates,0
13405,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,1
13406,coincidence neurosurgeon guy sure brain bencarson gopddebate gopdebates,1
13407,hey jeb bush nothing replace obamacare give us break fu ng asshole gopdebates,0
13409,rwsurfergirl fox news admit republican leader right mean realdonaldtrump double digit lead gopd,0
13410,dr seriously saying hillary clinton trying destroy america ridiculous amp shame lies gopdebates,0
13411,supermanhotmale dear dr ben carson sir need labotomy gopdebates,0
13413,gopdebates smartest answers room tonight coming dr carson,1
13415,gopdebates aka hilary clinton sucks,0
13416,gopdebates stop secular progressive movement carson clowncar,0
13417,rwsurfergirl breaking brian williams handed chris christie donut calm gopdebate gopdebates,0
13418,monaeltahawy whererwomen cairo often rail vs misogyny politics men men men gopdebates http c,0
13419,jeb bush gopdebates,0
13420,george w got texas accent jeb got stammering one gopdebates,0
13421,annemarieweers poetinpoeville know aprx laws governing women bodies one governing men true,0
13423,none candidates seem realize irs make tax laws collect money gopdebates,0
13424,ccabrera rand paul christie jealous boyfriend go hug want lol gopdebates foxdebate goptbt,0
13425,fairly confident bencarson last answer playing gopdebates drinking game along rest us,1
13426,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,1
13427,teapainusa ted cruz speaking america parents tryin convince year olds vampires real g,0
13428,rwsurfergirl fox news admit republican leader right mean realdonaldtrump double digit lead gopd,0
13429,rwsurfergirl fox news admit republican leader right mean realdonaldtrump double digit lead gopd,0
13431,jeb bush said perfectly hillary scoffs give break gopdebates,0
13432,supermanhotmale dear dr ben carson sir need labotomy gopdebates,0
13433,ccabrera rand paul christie jealous boyfriend go hug want lol gopdebates foxdebate goptbt,0
13435,trump wants form night watch big wall fancy door yassssss gopdebates trump republicandebate jonsnow got,1
13436,one topic gopdebates touch tonight police brutality u keep slingin mud hillary fellas,0
13437,ericstonestreet trump cam hands gopdebates,1
13438,sounds like jeb provided questions debate happened times like reflex gopdebates,0
13439,tell em realdonaldtrump gopdebates,1
13440,monaeltahawy whererwomen cairo often rail vs misogyny politics men men men gopdebates http c,0
13441,rwsurfergirl fox news admit republican leader right mean realdonaldtrump double digit lead gopd,1
13442,rwsurfergirl fox news admit republican leader right mean realdonaldtrump double digit lead gopd,1
13443,rwsurfergirl fox cherry picking candidates jeb gets softball questions gopdebates gopdebates,0
13444,carson witty articulate unlikable deserves much better poll ratings make past new hampshire gopdebates,1
13446,watching debates dad tv even dad want watch gopdebates,0
13447,annemarieweers ricksantorum actually said state iowa gopdebates http co q qr jm w,0
13448,rwsurfergirl fox news admit republican leader right mean realdonaldtrump double digit lead gopd,0
13449,jeb looks like grandfather aleister gopdebates foxdebate,0
13450,pst ii rand paul comes across bad guy john hughes film gopdebates https co oodbonyfa,0
13451,ericstonestreet trump cam hands gopdebates,0
13452,rwsurfergirl fox news admit republican leader right mean realdonaldtrump double digit lead gopd,1
13453,word night alan stupid gopdebates,0
13454,bush says obama fix brothers mess well enough gopdebates,0
13455,kwrcrow realdonaldtrump hits park foxnews gotcha question campaign donations gopdebates,0
13457,carson disqualified sure go brain tumor gopdebates,0
13459,markdavis man sorry nothing w politics jebbush totally mediocre gopdebates,0
13460,ericstonestreet trump cam hands gopdebates,0
13461,rwsurfergirl fox news admit republican leader right mean realdonaldtrump double digit lead gopd,1
13462,rwsurfergirl fox news admit republican leader right mean realdonaldtrump double digit lead gopd,0
13463,rand paul christie jealous boyfriend go hug want lol gopdebates foxdebate goptbt,0
13464,jaxgotjokes omg like pretend supposed way determine next leader major world power lol gopde,0
13465,rwsurfergirl wondering fox debate get rid trump paul cruz carson gopdebates gopdebate,0
13468,rwsurfergirl fox news admit republican leader right mean realdonaldtrump double digit lead gopd,1
13469,summary gopdebates big ol circle jerk shitting democrats,0
13470,thank god foxtv letting watch live instead watching twitter never thank god fox gopdebates,0
13473,democracymatrz trump admit buying influence time declaring need campaign finance reform gopd,0
13474,averykayla talking republican party silly bencarson gopdebates debatewithbernie,0
13475,jeb trying blink question away gopdebates,0
13476,fun games somber moment realize one clowns could actually next president gopdebates,0
13477,rwsurfergirl breaking brian williams handed chris christie donut calm gopdebate gopdebates,0
13478,rwsurfergirl fox cherry picking candidates jeb gets softball questions gopdebates gopdebates,0
13480,tmservo ben carson trying destroy country would divide people lets talk anti lgbt pro war plan,0
13481,rwsurfergirl fox news admit republican leader right mean realdonaldtrump double digit lead gopd,0
13482,rwsurfergirl fox news admit republican leader right mean realdonaldtrump double digit lead gopd,0
13483,anyone think bencarson could repeat strange answer sheesh gopdebate gopdebates,0
13484,irony ben carson hillary counts fact people uninformed taking advantage useful idiots gopdebates,0
13485,bphill believe miracles kasich came win gopdebates,1
13486,lets face debate really hillaryclinton gopdebates gopdebate,1
13487,rwsurfergirl fox news admit republican leader right mean realdonaldtrump double digit lead gopd,0
13488,tammy pence watching gopdebates donaldtrump says thinking years time,1
13489,rwsurfergirl govchristie got ass served randpaul gopdebates gopdebates,0
13490,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,1
13491,rwsurfergirl fox news admit republican leader right mean realdonaldtrump double digit lead gopd,1
13492,ben carson trying destroy country would divide people lets talk anti lgbt pro war plan gopdebates,0
13493,msgoddessrises kasich killing easily crossover candidate grabbing center gopdebates,1
13494,rwsurfergirl fox news admit republican leader right mean realdonaldtrump double digit lead gopd,1
